Artists:Record Label:nameserver:Probable host or CMS:Notes
Adam Rafferty::domaincontrol.com:sumo:starts with a popup for a mailing list.
Alex Anderson:candyrat:sitezoogle.com:bandzoogle:crowd=funded his latest album
Alex de Grassi:indie:squarespace worldnic.com:squarespace:
Andrew White:candyrat:Rook Media rookdns.com:wix:
Andy McKee:CGP sounds:wix.com:wix:signed to CGP records (tommy emmanuel)
Billy McLaughlin::go daddy worldnic.com::
Calum Graham:CandyRat:sitezoogle.com:bandzoogle:An EPK which highlights his YouTube celebrity
Clive Carroll::iPage fatcow.com::
Craig D'Andrea::Squarespace ipower.com:squarespace:It looks like Craig D’Andrea is taking a break or something, this would be a good time to have a blog or news section.
Eva Atmatzidou:candyrat:Google googleusercontent.com::
Ewan Dobson:candy rat and indie:go daddy domaincontrol.com:juanpasystems:
Gareth Pearson:candyrat:wixdns.net:wix:
Happy Traum::Amazon designinterventionsites.com::
Ian Ethan Case:CandyRat:hostbaby.com:hostbaby:stage plot, publicity photos, press kit includes bio, endorsements, and reviews; CDs sold through bandcamp and candyrat
Janet Feder:indi?:latisys-denver electricstores.com::
Jimmy Wahlsteen:candyrat:Squarespace loopia.se:squarespace:
Jon Gomm:performing chimp records:RackSpace sitezoogle.com:bandzoogle:
Kaki King::Squarespace register.com:squarespace:
Kelly Valleau:candyrat:Weebly domaincontrol.com::really just seams to be a blog by the artist
Kevin Horrigan::squarespace domaincontrol.com:squarespace:seems to be not done yet
Leo Kottke::godaddy colorave.com::
Luca Stricagnoli:candyrat:KPNQWest Italia netsons.com::
Lucas Michailidis:candyrat:Squarespace jumbo.net.au:squarespace:
Masaaki Kishibe::Sakura Internet dns.ne.jp::
Michael Chapdelaine:they all look to be self-released:Cedant Web Hosting earthlink.net::would have been a professional website in the 2000s
Michael Gulezian:timbrelinemusic.com many different companies called timbreline:ebusiness32.com::video streaming is really old and out-dated
Mike Dawes:candy rat records:1&1 1and1-dns.com:word press:
Muriel Anderson::worldnic.com::
Peppino D’Agostino::squarespace domaincontrol.com:squarespace:
Peter Ciluzzi:candyrat:webhostingpad.com::
Peter Finger::Neue Medien Muennich kasserver.com::
Pierre Bensusan:DADGAD Music:cyber host pro hostingsystems.co.uk::An EPK which tries to sell his latests CD
Pino Forastiere:candy rat and indie:Aruba S.p.A. - Shared Hosting and Mail services technorail.com:prodgweb:
Ray Montford:CandyRat:dreamhost.com:joomla:
Spencer Elliott:CandyRat:go daddy domaincontrol.com:WebsiteBuilder:
Sungha Jung::Lg Dacom Kidc nsgodo.com::he has a forum on his site which is populated by bots
Thomas Leeb:indie:RackSpace domaincontrol.com:bandzoogle:
Tim Sparks:CandyRat and Tzadik:dreamhost.com::annoying autoplaying video
Tommy Emmanuel:CGP sounds:defense.net worldnic.com::
Trevor Gordon Hall:through CDBaby:Integra Telecom hostbaby.com:hostbaby:
Vicki Genfan::WideOpenWest domaincontrol.com:truefire.com:
